NAME,DESCRIPTION,GENE_SYMBOL,GENE_TITLE,SCORE
HSCB,HSCB,null,null,0.020926207
ARHGAP15,ARHGAP15,null,null,0.020923961
IL7R,IL7R,null,null,0.02091479
MAPK6,MAPK6,null,null,0.020888574
RTF1,RTF1,null,null,0.020885585
CCDC186,CCDC186,null,null,0.020879624
CALM1,CALM1,null,null,0.020871038
TNFRSF17,TNFRSF17,null,null,0.020869406
RGP1,RGP1,null,null,0.020837784
CRLF3,CRLF3,null,null,0.02083491
POC5,POC5,null,null,0.020799821
TXNL4A,TXNL4A,null,null,0.020783076
BTRC,BTRC,null,null,0.020775404
SIAH1,SIAH1,null,null,0.020768696
GADD45GIP1,GADD45GIP1,null,null,0.020767914
DDX39A,DDX39A,null,null,0.020736355
MLLT3,MLLT3,null,null,0.020733863
COPS3,COPS3,null,null,0.020732347
ANAPC15,ANAPC15,null,null,0.020715028
HNRNPR,HNRNPR,null,null,0.020709876
FNBP4,FNBP4,null,null,0.020682186
STAP1,STAP1,null,null,0.020668684
MECR,MECR,null,null,0.020667972
METTL23,METTL23,null,null,0.02066257
ZNF266,ZNF266,null,null,0.020660874
USP40,USP40,null,null,0.020653453
FAU,FAU,null,null,0.020633098
ZGRF1,ZGRF1,null,null,0.020630786
MALSU1,MALSU1,null,null,0.020629799
GUF1,GUF1,null,null,0.0206036
TTC14,TTC14,null,null,0.020588204
ATP6V1E1,ATP6V1E1,null,null,0.020585194
RNF34,RNF34,null,null,0.02052851
METTL2A,METTL2A,null,null,0.020513171
YJU2,YJU2,null,null,0.02049451
TUBA1A,TUBA1A,null,null,0.020480767
PSME4,PSME4,null,null,0.020465387
LRIG2,LRIG2,null,null,0.020461338
EEF1AKNMT,EEF1AKNMT,null,null,0.020456064
PEX3,PEX3,null,null,0.020450061
SLC35A3,SLC35A3,null,null,0.020449972
TRPM7,TRPM7,null,null,0.020437807
ARPC5,ARPC5,null,null,0.020419195
FAM118B,FAM118B,null,null,0.020417795
OTUB1,OTUB1,null,null,0.020416271
PRKAR2B,PRKAR2B,null,null,0.020408709
POLR3H,POLR3H,null,null,0.020403167
PHAX,PHAX,null,null,0.020395035
SMC4,SMC4,null,null,0.020390525
SMYD4,SMYD4,null,null,0.0203711
ATM,ATM,null,null,0.02036001
POFUT1,POFUT1,null,null,0.020353686
PTPA,PTPA,null,null,0.020343697
MFSD5,MFSD5,null,null,0.02033868
LUZP6,LUZP6,null,null,0.020337736
SRD5A1,SRD5A1,null,null,0.020336403
ZNF644,ZNF644,null,null,0.02033327
VAPA,VAPA,null,null,0.020306142
EIF5,EIF5,null,null,0.0203003
ARRDC3,ARRDC3,null,null,0.020294523
MCTS1,MCTS1,null,null,0.020282814
UBE2A,UBE2A,null,null,0.020281436
MEMO1,MEMO1,null,null,0.020266192
CEP104,CEP104,null,null,0.020265501
NARF,NARF,null,null,0.020247903
RAN,RAN,null,null,0.020242397
ROCK1,ROCK1,null,null,0.020236887
CTNNBL1,CTNNBL1,null,null,0.020234263
IPO4,IPO4,null,null,0.020195907
WDR41,WDR41,null,null,0.020176668
TMEM69,TMEM69,null,null,0.020170579
TGFBR1,TGFBR1,null,null,0.020170115
PLRG1,PLRG1,null,null,0.02016873
RAB28,RAB28,null,null,0.020166771
KIF16B,KIF16B,null,null,0.02012276
RUBCN,RUBCN,null,null,0.020121966
MRPS9,MRPS9,null,null,0.02012025
CYP20A1,CYP20A1,null,null,0.020120095
ZDHHC12,ZDHHC12,null,null,0.02009564
PSMD14,PSMD14,null,null,0.020094682
DPF2,DPF2,null,null,0.020091511
MORF4L1,MORF4L1,null,null,0.020034466
JPT2,JPT2,null,null,0.020015247
BZW2,BZW2,null,null,0.020014586
PDCD7,PDCD7,null,null,0.019999772
TSTD1,TSTD1,null,null,0.01999795
PNRC2,PNRC2,null,null,0.019987186
PARG,PARG,null,null,0.01997573
ZBTB26,ZBTB26,null,null,0.019975664
TMEM256,TMEM256,null,null,0.019975418
JMJD8,JMJD8,null,null,0.019969385
AC004475.1,AC004475.1,null,null,0.019969292
TUBGCP5,TUBGCP5,null,null,0.019966355
NUSAP1,NUSAP1,null,null,0.01996033
UBC,UBC,null,null,0.019938
YEATS4,YEATS4,null,null,0.019937012
FBXW2,FBXW2,null,null,0.019936986
SDHA,SDHA,null,null,0.01992947
HMMR,HMMR,null,null,0.0199286
RCOR1,RCOR1,null,null,0.019908898
SRSF1,SRSF1,null,null,0.019898769
DDX47,DDX47,null,null,0.019873187
UBN2,UBN2,null,null,0.019863285
TFB1M,TFB1M,null,null,0.019859465
WDR61,WDR61,null,null,0.019859277
ZDHHC6,ZDHHC6,null,null,0.019843647
PSMD7,PSMD7,null,null,0.01984047
NUFIP2,NUFIP2,null,null,0.019831229
KARS,KARS,null,null,0.019810285
TPT1,TPT1,null,null,0.019804677
RUVBL2,RUVBL2,null,null,0.019767622
C16orf70,C16orf70,null,null,0.019735303
PEF1,PEF1,null,null,0.019722996
RPL27,RPL27,null,null,0.01970354
BTBD7,BTBD7,null,null,0.019692175
AHCTF1,AHCTF1,null,null,0.019684542
DDX6,DDX6,null,null,0.019681692
IFT20,IFT20,null,null,0.019672552
TSPYL4,TSPYL4,null,null,0.019648284
MLH1,MLH1,null,null,0.019628214
MIS18A,MIS18A,null,null,0.019608924
ZNF506,ZNF506,null,null,0.019593038
NOL6,NOL6,null,null,0.019589417
RPL23,RPL23,null,null,0.019578818
HBP1,HBP1,null,null,0.01957876
CRB2,CRB2,null,null,0.019565258
MCAT,MCAT,null,null,0.019539546
BIRC3,BIRC3,null,null,0.019527234
NEMF,NEMF,null,null,0.019510197
DYNLT1,DYNLT1,null,null,0.019501017
SLC25A17,SLC25A17,null,null,0.019492537
KIF14,KIF14,null,null,0.019478215
FBXO21,FBXO21,null,null,0.019465977
NDE1,NDE1,null,null,0.01945491
DDX55,DDX55,null,null,0.019433664
RAB8A,RAB8A,null,null,0.01942126
CEP57,CEP57,null,null,0.019401493
VKORC1L1,VKORC1L1,null,null,0.019381443
IFT80,IFT80,null,null,0.019359123
GTF2B,GTF2B,null,null,0.019350773
TCTN3,TCTN3,null,null,0.019343521
CCNL1,CCNL1,null,null,0.019334199
XRCC5,XRCC5,null,null,0.01929652
CEP76,CEP76,null,null,0.01928504
RHOH,RHOH,null,null,0.019271573
SUGT1,SUGT1,null,null,0.019263998
ACACB,ACACB,null,null,0.019261375
PSMD4,PSMD4,null,null,0.01925489
TNPO1,TNPO1,null,null,0.019254694
RPS4Y1,RPS4Y1,null,null,0.019237539
ECHS1,ECHS1,null,null,0.019231562
LMAN1,LMAN1,null,null,0.019223223
CHCHD2,CHCHD2,null,null,0.019205146
TRMT12,TRMT12,null,null,0.019190272
PUF60,PUF60,null,null,0.019167375
ZMYND8,ZMYND8,null,null,0.019165505
VDAC2,VDAC2,null,null,0.019161312
HSPBAP1,HSPBAP1,null,null,0.019157605
DICER1,DICER1,null,null,0.019124972
SMC5,SMC5,null,null,0.019092118
ILVBL,ILVBL,null,null,0.019081581
POLB,POLB,null,null,0.019036394
FAM217B,FAM217B,null,null,0.019027388
ELL,ELL,null,null,0.019016892
TMTC4,TMTC4,null,null,0.019012617
ZNF33B,ZNF33B,null,null,0.018997826
SIT1,SIT1,null,null,0.018990863
ZC3H13,ZC3H13,null,null,0.01898587
ANKRD26,ANKRD26,null,null,0.01898453
HNRNPD,HNRNPD,null,null,0.01897458
SLC25A40,SLC25A40,null,null,0.018951543
MED13,MED13,null,null,0.018927807
CTNNB1,CTNNB1,null,null,0.018909974
ECSIT,ECSIT,null,null,0.018908098
RIOX1,RIOX1,null,null,0.018879367
CCT6A,CCT6A,null,null,0.018859543
PSMD2,PSMD2,null,null,0.018850796
ARHGAP1,ARHGAP1,null,null,0.018838244
POLR3F,POLR3F,null,null,0.018816544
MKLN1,MKLN1,null,null,0.018776294
KIF22,KIF22,null,null,0.018766489
ZNF28,ZNF28,null,null,0.018759822
CKLF,CKLF,null,null,0.018748319
VIRMA,VIRMA,null,null,0.018742561
C9orf78,C9orf78,null,null,0.018735722
METTL16,METTL16,null,null,0.018733997
TSR1,TSR1,null,null,0.018717786
CUL2,CUL2,null,null,0.018678693
OGFOD1,OGFOD1,null,null,0.018671362
UBA52,UBA52,null,null,0.018669998
MED14,MED14,null,null,0.018662883
MOSPD2,MOSPD2,null,null,0.018649608
RPAP3,RPAP3,null,null,0.018635027
ZNF687,ZNF687,null,null,0.018633476
TAOK2,TAOK2,null,null,0.018611217
RBM4B,RBM4B,null,null,0.018606996
DEK,DEK,null,null,0.018592734
NUP50,NUP50,null,null,0.018578073
COPS2,COPS2,null,null,0.018519016
HEATR6,HEATR6,null,null,0.018516166
AVEN,AVEN,null,null,0.018504603
C7orf25,C7orf25,null,null,0.018498164
MRTFB,MRTFB,null,null,0.018486753
HMGB2,HMGB2,null,null,0.01848472
WDR25,WDR25,null,null,0.018463472
EARS2,EARS2,null,null,0.018457165
NAA40,NAA40,null,null,0.01844195
CNOT7,CNOT7,null,null,0.018431023
SHPRH,SHPRH,null,null,0.018419191
GLRX2,GLRX2,null,null,0.018417373
CHKA,CHKA,null,null,0.018412845
CCT7,CCT7,null,null,0.018392833
PLIN3,PLIN3,null,null,0.018383563
POLD2,POLD2,null,null,0.018378695
SPTY2D1,SPTY2D1,null,null,0.018366447
COA6,COA6,null,null,0.01836618
SPAG5,SPAG5,null,null,0.01833433
ARPC4-TTLL3,ARPC4-TTLL3,null,null,0.018333111
NDUFA5,NDUFA5,null,null,0.018327316
PDK3,PDK3,null,null,0.018311627
ITPA,ITPA,null,null,0.01830645
NEK6,NEK6,null,null,0.01827582
ISOC1,ISOC1,null,null,0.01827395
IRF1,IRF1,null,null,0.018266058
ZBTB48,ZBTB48,null,null,0.018223463
PSMA5,PSMA5,null,null,0.018203225
NXF1,NXF1,null,null,0.01820225
ANXA5,ANXA5,null,null,0.018190736
ZNF18,ZNF18,null,null,0.018178776
NAP1L1,NAP1L1,null,null,0.018171627
ACAD10,ACAD10,null,null,0.018161621
EDRF1,EDRF1,null,null,0.018146515
HEATR5A,HEATR5A,null,null,0.018136797
UBR3,UBR3,null,null,0.01812646
RWDD1,RWDD1,null,null,0.018117284
ZNF202,ZNF202,null,null,0.018066699
MED25,MED25,null,null,0.01801223
STAC3,STAC3,null,null,0.01800319
SF3A3,SF3A3,null,null,0.017984439
RAB5IF,RAB5IF,null,null,0.017974548
SLC25A3,SLC25A3,null,null,0.017973246
SMARCE1,SMARCE1,null,null,0.01797134
ZNF232,ZNF232,null,null,0.01796055
LUZP1,LUZP1,null,null,0.017957939
TGIF2-RAB5IF,TGIF2-RAB5IF,null,null,0.01795592
SIVA1,SIVA1,null,null,0.017949479
NAB2,NAB2,null,null,0.017946044
TTI1,TTI1,null,null,0.017945083
BCAS2,BCAS2,null,null,0.017944396
DPF1,DPF1,null,null,0.017939
GPN1,GPN1,null,null,0.017931908
UFSP2,UFSP2,null,null,0.017923282
RPS19,RPS19,null,null,0.0179226
HSD17B10,HSD17B10,null,null,0.017887242
MED11,MED11,null,null,0.017873485
DRG1,DRG1,null,null,0.017847901
TFAM,TFAM,null,null,0.01784612
NEK2,NEK2,null,null,0.017808452
ANKRD10,ANKRD10,null,null,0.017802564
USP14,USP14,null,null,0.01780146
C6orf62,C6orf62,null,null,0.017796254
COMMD5,COMMD5,null,null,0.017795619
CSNK1A1,CSNK1A1,null,null,0.017789071
VTI1B,VTI1B,null,null,0.01778158
BCAP31,BCAP31,null,null,0.017777672
RPS4X,RPS4X,null,null,0.017772997
SMU1,SMU1,null,null,0.017763127
SFT2D1,SFT2D1,null,null,0.017757677
UBE2E1,UBE2E1,null,null,0.01773119
FIP1L1,FIP1L1,null,null,0.017728316
ARCN1,ARCN1,null,null,0.017724026
SAFB2,SAFB2,null,null,0.017712342
EPG5,EPG5,null,null,0.017703168
CRLS1,CRLS1,null,null,0.017687097
COX5A,COX5A,null,null,0.01768292
PA2G4,PA2G4,null,null,0.01767518
SERTAD2,SERTAD2,null,null,0.017674284
ARMC8,ARMC8,null,null,0.017644232
RACGAP1,RACGAP1,null,null,0.017641522
RPS11,RPS11,null,null,0.017639715
AIFM2,AIFM2,null,null,0.017618176
RFX5,RFX5,null,null,0.017615328
PRPSAP2,PRPSAP2,null,null,0.017615203
PPP4R3B,PPP4R3B,null,null,0.01761162
ZNRD1,ZNRD1,null,null,0.017588075
HPF1,HPF1,null,null,0.017566008
IGLL1,IGLL1,null,null,0.0175314
PRPF6,PRPF6,null,null,0.017495805
ADPRHL2,ADPRHL2,null,null,0.017485186
LIN9,LIN9,null,null,0.017484076
TMA16,TMA16,null,null,0.017472552
UBB,UBB,null,null,0.017467972
UFD1,UFD1,null,null,0.017461954
TRAPPC1,TRAPPC1,null,null,0.017456716
PGRMC1,PGRMC1,null,null,0.017445482
DHX9,DHX9,null,null,0.017444242
LETMD1,LETMD1,null,null,0.01743638
THOC1,THOC1,null,null,0.017429946
WDR46,WDR46,null,null,0.017401244
TCP11L1,TCP11L1,null,null,0.017394926
EIF4A3,EIF4A3,null,null,0.01737786
ZNF526,ZNF526,null,null,0.017375272
ANKRD36,ANKRD36,null,null,0.017374426
NUP88,NUP88,null,null,0.01737266
ABHD11,ABHD11,null,null,0.017370028
NIPBL,NIPBL,null,null,0.017365241
H3F3B,H3F3B,null,null,0.017346943
TUBB4B,TUBB4B,null,null,0.01730752
STT3A,STT3A,null,null,0.017297078
C12orf49,C12orf49,null,null,0.017294291
ZCCHC14,ZCCHC14,null,null,0.017293843
SPOUT1,SPOUT1,null,null,0.017283527
NUDT3,NUDT3,null,null,0.017245922
MRPL52,MRPL52,null,null,0.017242365
MEAF6,MEAF6,null,null,0.01723618
GLCCI1,GLCCI1,null,null,0.017219793
SARS2,SARS2,null,null,0.017209182
HEATR1,HEATR1,null,null,0.017207101
WDR6,WDR6,null,null,0.01720663
TMEM41B,TMEM41B,null,null,0.017196335
IL10RB,IL10RB,null,null,0.01717323
NSUN2,NSUN2,null,null,0.01715358
LARS2,LARS2,null,null,0.01714294
ACAT1,ACAT1,null,null,0.017141875
TMEM131L,TMEM131L,null,null,0.01713302
BUB1,BUB1,null,null,0.017122306
DCAF12,DCAF12,null,null,0.017116012
SFSWAP,SFSWAP,null,null,0.017106405
MCCC1,MCCC1,null,null,0.017103974
ABCB7,ABCB7,null,null,0.017042272
JKAMP,JKAMP,null,null,0.017039772
MAP3K11,MAP3K11,null,null,0.017009245
MGA,MGA,null,null,0.01700588
RAD1,RAD1,null,null,0.017003557
COPRS,COPRS,null,null,0.017003499
AKAP8,AKAP8,null,null,0.016974818
JAZF1,JAZF1,null,null,0.01695313
MTERF1,MTERF1,null,null,0.016952675
PAK2,PAK2,null,null,0.016944343
PPIB,PPIB,null,null,0.016931234
ASB6,ASB6,null,null,0.016930085
SUPT5H,SUPT5H,null,null,0.016927116
PPHLN1,PPHLN1,null,null,0.016922215
ANKIB1,ANKIB1,null,null,0.016919063
MATR3,MATR3,null,null,0.01691594
COQ4,COQ4,null,null,0.016911462
WDR92,WDR92,null,null,0.016901096
ZMYM1,ZMYM1,null,null,0.01689691
H2AFZ,H2AFZ,null,null,0.016889786
RAD18,RAD18,null,null,0.016878713
KLHDC4,KLHDC4,null,null,0.016876627
NUP35,NUP35,null,null,0.016867328
APH1B,APH1B,null,null,0.016864013
USP15,USP15,null,null,0.0168604
RPIA,RPIA,null,null,0.016851878
PSME3,PSME3,null,null,0.01684704
RWDD2B,RWDD2B,null,null,0.016846042
MTFR2,MTFR2,null,null,0.016840104
BCAT2,BCAT2,null,null,0.016832178
ZNF324,ZNF324,null,null,0.016824529
NDUFS1,NDUFS1,null,null,0.016817948
ANKRD17,ANKRD17,null,null,0.01679875
HNRNPL,HNRNPL,null,null,0.016796777
RPS3,RPS3,null,null,0.01679432
NME1-NME2,NME1-NME2,null,null,0.016754728
ANAPC4,ANAPC4,null,null,0.016749145
MAT2A,MAT2A,null,null,0.01674489
MCMBP,MCMBP,null,null,0.016721679
FAM222B,FAM222B,null,null,0.016721064
SLC39A1,SLC39A1,null,null,0.016703142
ELMO1,ELMO1,null,null,0.01669543
AP1G1,AP1G1,null,null,0.016686765
RAB4B,RAB4B,null,null,0.016663251
TMEM161B,TMEM161B,null,null,0.016657133
CDIP1,CDIP1,null,null,0.016650423
NDC1,NDC1,null,null,0.016633222
CNST,CNST,null,null,0.016630176
ASAH1,ASAH1,null,null,0.01662081
TRMO,TRMO,null,null,0.016599927
SNX13,SNX13,null,null,0.016587194
NT5C2,NT5C2,null,null,0.016577315
G3BP2,G3BP2,null,null,0.016569234
PABPN1,PABPN1,null,null,0.016537588
USP4,USP4,null,null,0.016479323
PRDX4,PRDX4,null,null,0.016467657
MPLKIP,MPLKIP,null,null,0.016464813
ETFA,ETFA,null,null,0.016426364
ATP5F1C,ATP5F1C,null,null,0.016420932
PRIM2,PRIM2,null,null,0.01641847
AC092881.1,AC092881.1,null,null,0.01641484
DCUN1D5,DCUN1D5,null,null,0.016413327
PDK1,PDK1,null,null,0.0163941
COL4A3BP,COL4A3BP,null,null,0.016391663
CLEC2D,CLEC2D,null,null,0.016371004
VPS52,VPS52,null,null,0.016370595
PCNA,PCNA,null,null,0.016364513
FOXK1,FOXK1,null,null,0.016364226
ASPM,ASPM,null,null,0.016348613
BCL2L11,BCL2L11,null,null,0.016332032
KLHL26,KLHL26,null,null,0.0163017
IFT122,IFT122,null,null,0.01629366
CEP44,CEP44,null,null,0.016270766
FAM129C,FAM129C,null,null,0.016269026
NUAK2,NUAK2,null,null,0.016256351
BLOC1S2,BLOC1S2,null,null,0.016252244
RXYLT1,RXYLT1,null,null,0.01624138
EIF3J,EIF3J,null,null,0.016231336
NARS2,NARS2,null,null,0.01622302
ATXN3,ATXN3,null,null,0.016204577
RUBCNL,RUBCNL,null,null,0.01617636
NCAPH,NCAPH,null,null,0.016173808
NELFCD,NELFCD,null,null,0.016169539
ETAA1,ETAA1,null,null,0.016159005
EPM2AIP1,EPM2AIP1,null,null,0.016157145
S100PBP,S100PBP,null,null,0.01615015
SLC25A16,SLC25A16,null,null,0.01614799
RABGAP1L,RABGAP1L,null,null,0.01613165
EIF3M,EIF3M,null,null,0.016113881
WDR83OS,WDR83OS,null,null,0.016112491
RPL32,RPL32,null,null,0.016087364
SUCLG1,SUCLG1,null,null,0.016081773
AKR7A2,AKR7A2,null,null,0.016069477
TRADD,TRADD,null,null,0.016052052
RPUSD2,RPUSD2,null,null,0.016047694
DCK,DCK,null,null,0.016035583
COMMD1,COMMD1,null,null,0.016034864
FDX2,FDX2,null,null,0.016021762
LRPAP1,LRPAP1,null,null,0.016013796
MVB12A,MVB12A,null,null,0.015995204
AK2,AK2,null,null,0.015979795
SUPT16H,SUPT16H,null,null,0.01597549
FDXACB1,FDXACB1,null,null,0.015966047
RNPS1,RNPS1,null,null,0.015901802
KDM5D,KDM5D,null,null,0.015870912
DET1,DET1,null,null,0.015870621
ZC3H15,ZC3H15,null,null,0.015838625
ALDH5A1,ALDH5A1,null,null,0.015827414
TOR1B,TOR1B,null,null,0.015819607
TPX2,TPX2,null,null,0.015804647
SEC31A,SEC31A,null,null,0.015762987
ABHD2,ABHD2,null,null,0.015760703
MTMR1,MTMR1,null,null,0.015756046
CCT4,CCT4,null,null,0.015700394
ANP32A,ANP32A,null,null,0.015700253
NDUFA13,NDUFA13,null,null,0.015679633
KHNYN,KHNYN,null,null,0.015670488
MRPS24,MRPS24,null,null,0.015657675
CEP250,CEP250,null,null,0.015645906
CREB1,CREB1,null,null,0.015640114
FBXO9,FBXO9,null,null,0.015616383
ANKRD39,ANKRD39,null,null,0.015615976
BOD1L1,BOD1L1,null,null,0.015613331
FUNDC1,FUNDC1,null,null,0.01561292
EXOSC5,EXOSC5,null,null,0.015611284
PREP,PREP,null,null,0.015609269
PRPF4,PRPF4,null,null,0.015575819
TMED9,TMED9,null,null,0.01556648
RHOA,RHOA,null,null,0.015563966
MMACHC,MMACHC,null,null,0.015560746
XRCC6,XRCC6,null,null,0.015556849
TBC1D31,TBC1D31,null,null,0.015536763
YWHAH,YWHAH,null,null,0.015532081
SOD2,SOD2,null,null,0.015530892
POLR2E,POLR2E,null,null,0.015513764
SENP6,SENP6,null,null,0.015509895
RPP21,RPP21,null,null,0.015504984
PPP2R1A,PPP2R1A,null,null,0.015495515
TIMM23,TIMM23,null,null,0.015491036
MAD1L1,MAD1L1,null,null,0.015480867
RAB21,RAB21,null,null,0.015466069
MORF4L2,MORF4L2,null,null,0.015454883
UBA3,UBA3,null,null,0.015439668
ABCA5,ABCA5,null,null,0.015426448
FDXR,FDXR,null,null,0.015403784
FAM111B,FAM111B,null,null,0.015398155
WASHC4,WASHC4,null,null,0.015393285
RANBP1,RANBP1,null,null,0.015390466
MOB3A,MOB3A,null,null,0.015387769
PDCD6,PDCD6,null,null,0.015378705
ACIN1,ACIN1,null,null,0.015360396
PLEKHA8,PLEKHA8,null,null,0.015319116
GTSE1,GTSE1,null,null,0.015315151
GLYCTK,GLYCTK,null,null,0.015292523
MAPRE1,MAPRE1,null,null,0.015274119
THOC5,THOC5,null,null,0.015271141
TMEM39A,TMEM39A,null,null,0.015239737
TERF1,TERF1,null,null,0.015239159
TAF1D,TAF1D,null,null,0.015229099
CDKN2AIPNL,CDKN2AIPNL,null,null,0.015227819
ABITRAM,ABITRAM,null,null,0.015216793
NR6A1,NR6A1,null,null,0.015215825
ARHGEF26,ARHGEF26,null,null,0.015212997
UBE3A,UBE3A,null,null,0.015205964
GXYLT1,GXYLT1,null,null,0.015194111
CFAP36,CFAP36,null,null,0.015190074
MAPKAPK5,MAPKAPK5,null,null,0.015184411
MOB1B,MOB1B,null,null,0.015155322
TMEM14C,TMEM14C,null,null,0.015153131
TMEM243,TMEM243,null,null,0.015146948
PRPF3,PRPF3,null,null,0.015144513
KIF11,KIF11,null,null,0.015142086
RBBP4,RBBP4,null,null,0.015105587
FAM53C,FAM53C,null,null,0.015101041
RECK,RECK,null,null,0.015073323
NGDN,NGDN,null,null,0.015069281
TUT4,TUT4,null,null,0.015058222
IMMP2L,IMMP2L,null,null,0.015021932
IST1,IST1,null,null,0.015018238
KAT6A,KAT6A,null,null,0.015017112
RSF1,RSF1,null,null,0.015008715
LAMP1,LAMP1,null,null,0.015006043
EZH1,EZH1,null,null,0.015001455
C19orf44,C19orf44,null,null,0.014942982
CYP2R1,CYP2R1,null,null,0.014942913
CSDE1,CSDE1,null,null,0.014939826
MANF,MANF,null,null,0.01490428
PNN,PNN,null,null,0.014885358
JPT1,JPT1,null,null,0.01488444
MCM10,MCM10,null,null,0.014864208
SLC50A1,SLC50A1,null,null,0.014853622
SLC16A13,SLC16A13,null,null,0.01482571
CEND1,CEND1,null,null,0.014812077
METAP2,METAP2,null,null,0.01477453
PANK1,PANK1,null,null,0.014772652
RAD23B,RAD23B,null,null,0.014770756
ATAD1,ATAD1,null,null,0.014742705
RNF20,RNF20,null,null,0.014724059
CHUK,CHUK,null,null,0.014711771
STK17A,STK17A,null,null,0.014708175
ICE1,ICE1,null,null,0.014707455
NFS1,NFS1,null,null,0.014707218
NUB1,NUB1,null,null,0.014686057
ZBTB22,ZBTB22,null,null,0.014684766
MTREX,MTREX,null,null,0.014651565
DPYSL2,DPYSL2,null,null,0.014646223
ZBTB1,ZBTB1,null,null,0.014642666
CNIH1,CNIH1,null,null,0.014637055
RANGRF,RANGRF,null,null,0.014626304
ORMDL3,ORMDL3,null,null,0.014625606
RMND1,RMND1,null,null,0.014611285
RBL2,RBL2,null,null,0.014610712
PPA2,PPA2,null,null,0.014597366
UBXN2A,UBXN2A,null,null,0.014582804
MFN2,MFN2,null,null,0.014580172
TICRR,TICRR,null,null,0.014578993
INTS12,INTS12,null,null,0.01457267
Sep-02,Sep-02,null,null,0.014566709
LRRC8C,LRRC8C,null,null,0.014544811
SMARCA5,SMARCA5,null,null,0.014510484
WDR90,WDR90,null,null,0.014505733
XKR6,XKR6,null,null,0.014495838
AHSA1,AHSA1,null,null,0.014495596
CMTM6,CMTM6,null,null,0.014491649
TNKS,TNKS,null,null,0.01448816
MED29,MED29,null,null,0.014486685
TCERG1,TCERG1,null,null,0.014474789
NOLC1,NOLC1,null,null,0.014451097
RCOR3,RCOR3,null,null,0.014443283
CEP290,CEP290,null,null,0.014412781
MDH1,MDH1,null,null,0.014411303
UBXN4,UBXN4,null,null,0.014396763
PDE3B,PDE3B,null,null,0.014370228
TMCO6,TMCO6,null,null,0.014368011
AC092338.1,AC092338.1,null,null,0.014353071
THOC3,THOC3,null,null,0.014346672
TACC1,TACC1,null,null,0.014312445
PSMG4,PSMG4,null,null,0.014311638
NPC2,NPC2,null,null,0.014284491
CDK5RAP3,CDK5RAP3,null,null,0.014271007
FOPNL,FOPNL,null,null,0.014268282
CCDC82,CCDC82,null,null,0.014267625
RALGPS1,RALGPS1,null,null,0.01424176
IDH1,IDH1,null,null,0.014219395
ZNF268,ZNF268,null,null,0.014215893
QTRT1,QTRT1,null,null,0.01421097
RAB3GAP1,RAB3GAP1,null,null,0.014210276
Sep-09,Sep-09,null,null,0.014206942
ZWINT,ZWINT,null,null,0.014192283
PRR14L,PRR14L,null,null,0.014192119
CDKN2C,CDKN2C,null,null,0.014168109
ZFYVE27,ZFYVE27,null,null,0.014154275
LMLN,LMLN,null,null,0.014147278
GMFB,GMFB,null,null,0.014121969
TFG,TFG,null,null,0.014080421
PARP1,PARP1,null,null,0.014064423
TMBIM4,TMBIM4,null,null,0.014042104
EIF3E,EIF3E,null,null,0.014032713
SEC13,SEC13,null,null,0.014029219
TAB1,TAB1,null,null,0.014023987
CTPS2,CTPS2,null,null,0.013984524
CCDC66,CCDC66,null,null,0.013944611
SPRTN,SPRTN,null,null,0.013935446
EIF2B5,EIF2B5,null,null,0.013919924
PRKRIP1,PRKRIP1,null,null,0.013918216
TRIM39-RPP21,TRIM39-RPP21,null,null,0.013914789
MIEF1,MIEF1,null,null,0.013908789
SNRPB,SNRPB,null,null,0.013901014
TMEM209,TMEM209,null,null,0.013897304
YTHDF3,YTHDF3,null,null,0.013894364
LMBR1,LMBR1,null,null,0.013885135
GNPTAB,GNPTAB,null,null,0.013871692
TRMT1L,TRMT1L,null,null,0.013865209
CDKN2A,CDKN2A,null,null,0.013854787
JMJD1C,JMJD1C,null,null,0.013849588
ZNF446,ZNF446,null,null,0.013843789
ABCF1,ABCF1,null,null,0.013838086
FEN1,FEN1,null,null,0.013825365
CLN3,CLN3,null,null,0.013823006
ACO2,ACO2,null,null,0.013816616
SDHB,SDHB,null,null,0.013812331
AP3B1,AP3B1,null,null,0.01379584
ZNF691,ZNF691,null,null,0.013783461
CALU,CALU,null,null,0.013783448
OGFOD2,OGFOD2,null,null,0.013779924
THNSL1,THNSL1,null,null,0.013774178
NXT2,NXT2,null,null,0.013747499
TTC1,TTC1,null,null,0.013724558
C1orf109,C1orf109,null,null,0.013719868
ZKSCAN8,ZKSCAN8,null,null,0.013719294
AP4E1,AP4E1,null,null,0.013717901
WDR76,WDR76,null,null,0.013707054
TMEM186,TMEM186,null,null,0.013697146
SNX4,SNX4,null,null,0.013693924
NSUN6,NSUN6,null,null,0.013665515
LEMD3,LEMD3,null,null,0.013643677
DENND1B,DENND1B,null,null,0.013634844
HNRNPH3,HNRNPH3,null,null,0.013613344
HAUS7,HAUS7,null,null,0.013599617
GNPTG,GNPTG,null,null,0.013571156
C12orf29,C12orf29,null,null,0.013562528
RABEPK,RABEPK,null,null,0.013561275
EIF3I,EIF3I,null,null,0.013555315
INO80,INO80,null,null,0.013550816
RNF181,RNF181,null,null,0.013550399
AUH,AUH,null,null,0.013540007
CFL1,CFL1,null,null,0.013539584
RHBDD3,RHBDD3,null,null,0.013533849
ISCU,ISCU,null,null,0.01352478
