ensembl_gene_id,baseMean,log2FoldChange,lfcSE,pvalue,padj,external_gene_name,entrezgene_id,status
ENSG00000223972,872.136776080083,2.200812311287753,0.647971190037899,8.188747704255782e-5,0.0023557258448752266,DDX11L1,NA,mRNA_up
ENSG00000227232,9622.929876811604,0.22153441011910532,0.1776685397365064,0.1851919362502707,0.4096446301266978,WASH7P,NA,stable
ENSG00000278267,54.21973240210032,-0.0871790236786012,0.32730439745846523,0.6956068460683795,0.8466006201497163,MIR6859-1,NA,stable
ENSG00000243485,218.80929037736465,3.244431178927289,0.9203849436991095,6.0950753885564196e-5,0.001970202845797608,MIR1302-2HG,NA,mRNA_up
ENSG00000284332,199.0202770092215,3.167233935885053,0.9810768569125635,1.688613152491557e-4,0.003599849726542664,MIR1302-2,NA,mRNA_up
ENSG00000237613,492.56732745166954,2.796819441359442,1.0831663796962343,0.0010971255962988107,0.012215788373044984,FAM138A,NA,mRNA_up
ENSG00000186092,380.2291821611427,0.5318312586874054,1.0062277010139586,0.025073670921268318,0.11020838646132716,OR4F5,79501,stable
ENSG00000238009,192.1716328864711,1.0950237553280167,0.5450284852994437,0.006003243124679451,0.0397474629565388,AL627309.1,NA,mRNA_up
ENSG00000233750,44.439175255539446,0.6257596719170441,0.5019731080027138,0.05007988097178149,0.1775599587573276,CICP27,NA,stable
ENSG00000268903,1181.4767617660898,0.34009197772539634,0.3102938768523626,0.15920942636896296,0.37358569068897945,AL627309.6,NA,stable
ENSG00000269981,726.1850966487037,0.05005265221575449,0.2607968420582812,0.8148898861879297,0.9127260393967793,AL627309.7,NA,stable
ENSG00000239906,103.27092864507189,-0.028555205467942234,0.3727559546763695,0.8872838670318611,0.9492027692505401,AL627309.2,NA,stable
ENSG00000241860,129.8474548353355,0.47127096552049824,0.31025973190684986,0.056882160594669745,0.19251270688017127,AL627309.5,NA,stable
ENSG00000279928,801.913553555812,2.0195622415323315,0.6652647760243207,2.7309067603893574e-4,0.0048612530625311645,FO538757.1,NA,mRNA_up
ENSG00000279457,10621.299057465561,0.19697390201999596,0.17644709265499786,0.234963872345957,0.47204119037340564,WASH9P,NA,stable
ENSG00000273874,50.00993345985924,-0.07912130700276375,0.320678616005668,0.722478330693904,0.8622467436346388,MIR6859-2,NA,stable
ENSG00000228463,765.5992476015508,1.153911962040769,0.39304863964460324,5.110710128036422e-4,0.007486607483477125,AP006222.1,NA,mRNA_up
ENSG00000236679,279.71610687260886,2.55930177864051,0.6211758859199203,5.032882995948433e-6,4.7241349813892885e-4,RPL23AP24,NA,mRNA_up
ENSG00000237094,370.37600761227566,1.4358231153083592,0.5071358954171733,5.748809314475611e-4,0.008017125218272986,AL732372.2,NA,mRNA_up
ENSG00000284733,1286.1158395757986,2.0420181276894014,0.641681907978528,1.6976826109247375e-4,0.0036090543658204026,OR4F29,729759,mRNA_up
ENSG00000233653,19.222010101706783,0.3413911972460878,0.40499601634974985,0.18997126306920015,0.41562635300151285,CICP7,NA,stable
ENSG00000250575,2682.646509027829,0.24824832899621152,0.23553667899144387,0.22186635696625,0.45589361301349934,AL732372.3,NA,stable
ENSG00000230021,378.4347475870552,1.621655541889018,0.4995309106586995,1.4319121733338125e-4,0.0032883970864353487,AL669831.3,NA,mRNA_up
ENSG00000225972,200.50372730804295,0.429563004102632,0.4181314733700985,0.12022813851939904,0.31398937664336385,MTND1P23,NA,stable
ENSG00000225630,464.1206644022883,0.39000489276714123,0.39311988857204294,0.14418534228420976,0.3518180367504912,MTND2P28,NA,stable
ENSG00000237973,1402.5573059311987,0.15829949757722883,0.3222935832261213,0.491179044475991,0.7107752493588236,MTCO1P12,NA,stable
ENSG00000278791,166.3738231346089,0.04005083928988058,0.3399841644767329,0.8583165489820367,0.9354141621850139,AC114498.2,NA,stable
ENSG00000229344,129.58590910488596,0.17319037613581356,0.35145319263075686,0.46135077372862193,0.6880509430974712,MTCO2P12,NA,stable
ENSG00000240409,14.815411466704726,0.23998002956249034,0.3541428515423069,0.3230772059365404,0.5665109362610481,MTATP8P1,NA,stable
ENSG00000248527,601.9064042743498,0.12048097698759473,0.31975305514997826,0.601977317886849,0.7895977879731566,MTATP6P1,NA,stable
ENSG00000198744,248.41299682663524,0.05591611230410908,0.32290187622183697,0.8051024377686693,0.9063781437603476,MTCO3P12,NA,stable
ENSG00000284662,1286.224506012993,2.041580775433971,0.6417555487379238,1.7035928978909122e-4,0.0036135179183587425,OR4F16,81399,mRNA_up
ENSG00000229376,16.29707885085302,0.568788564964205,0.5071975768967456,0.06601955310217336,0.21309048297510003,CICP3,NA,stable
ENSG00000228327,24225.499837526615,0.07573258757429192,0.2260322800548749,0.7182674691239306,0.8600391317814505,AL669831.1,NA,stable
ENSG00000237491,260.84677570551565,-0.25270859969042964,0.32963291938798517,0.2780575682962745,0.5192436264649612,AL669831.5,NA,stable
ENSG00000285268,38.77608051161798,0.13973163817692646,0.2792591353519621,0.5284468519266039,0.7380956573724472,AL669831.7,NA,stable
ENSG00000230092,151.2679689441384,0.1905522608884427,0.2533012571068062,0.36788237521419126,0.6086894486171076,AL669831.4,NA,stable
ENSG00000228794,30.326172368409644,0.16183802045261061,0.28310986321755843,0.46920871032649974,0.6941786407536951,LINC01128,NA,stable
ENSG00000225880,33.71651867146528,0.8716937340383647,0.3222145806337141,0.0014283749926921364,0.014521996444732392,LINC00115,NA,mRNA_up
ENSG00000234711,70.9951483525759,2.3499006538739127,1.2177664781205049,0.004543691563880438,0.03265276578813371,TUBB8P11,NA,mRNA_up
ENSG00000187634,27.905581683644733,0.9511344466491068,0.5359448768314722,0.011207608790240783,0.062305624721144946,SAMD11,148398,stable
ENSG00000188976,2419.195792229612,-0.09368765925132258,0.18574345616989227,0.5758416528365382,0.7720454294522892,NOC2L,26155,stable
