ID,Description,GeneRatio,n,N,BgRatio,b,B,pvalue,p.adjust,qvalue,geneID,Count,EnrichmentScore,group,status,sample
GO:0042428,serotonin metabolic process,4/407,4,407,6/11678,6,11678,2.062936529582385e-5,0.004387780659643898,0.0042898500790147665,BTBD9/SRD5A1/TPH1/TPH2,4,19.12858312858313,GO BP,BL_sporatic_MUT_up,U2932
GO:0090281,negative regulation of calcium ion import,4/407,4,407,6/11678,6,11678,2.062936529582385e-5,0.004387780659643898,0.0042898500790147665,EPPIN/MIR34A/MRLN/PLN,4,19.12858312858313,GO BP,BL_sporatic_MUT_up,U2932
GO:1990036,calcium ion import into sarcoplasmic reticulum,3/407,3,407,5/11678,5,11678,3.9880566623612374e-4,0.0330723841785814,0.03233424386651279,ATP2A1/MRLN/PLN,3,17.215724815724815,GO BP,BL_sporatic_MUT_up,U2932
GO:1901317,regulation of flagellated sperm motility,4/407,4,407,7/11678,7,11678,4.680880765015572e-5,0.007088481610673582,0.006930274267654635,CFAP69/EPPIN/TAC4/TACR2,4,16.395928395928394,GO BP,BL_sporatic_MUT_up,U2932
GO:0003353,positive regulation of cilium movement,3/407,3,407,6/11678,6,11678,7.769819671764221e-4,0.05412456383350956,0.05291656134348896,CFAP69/TAC4/TACR2,3,14.346437346437348,GO BP,BL_sporatic_MUT_up,U2932
GO:1902093,positive regulation of flagellated sperm motility,3/407,3,407,6/11678,6,11678,7.769819671764221e-4,0.05412456383350956,0.05291656134348896,CFAP69/TAC4/TACR2,3,14.346437346437348,GO BP,BL_sporatic_MUT_up,U2932
GO:2000155,positive regulation of cilium-dependent cell motility,3/407,3,407,6/11678,6,11678,7.769819671764221e-4,0.05412456383350956,0.05291656134348896,CFAP69/TAC4/TACR2,3,14.346437346437348,GO BP,BL_sporatic_MUT_up,U2932
GO:1901160,primary amino compound metabolic process,4/407,4,407,9/11678,9,11678,1.593682303870064e-4,0.015859415612512667,0.015505450385021527,BTBD9/SRD5A1/TPH1/TPH2,4,12.752388752388752,GO BP,BL_sporatic_MUT_up,U2932
GO:0014821,phasic smooth muscle contraction,3/407,3,407,7/11678,7,11678,0.001324611836821123,0.08094075487101705,0.0791342436217236,HTR2B/SSTR2/TACR2,3,12.296946296946297,GO BP,BL_sporatic_MUT_up,U2932
GO:1990504,dense core granule exocytosis,3/407,3,407,7/11678,7,11678,0.001324611836821123,0.08094075487101705,0.0791342436217236,CADPS/UNC13A/UNC13C,3,12.296946296946297,GO BP,BL_sporatic_MUT_up,U2932
GO:0060295,regulation of cilium movement involved in cell motility,4/407,4,407,12/11678,12,11678,5.75969994791749e-4,0.04361094547521004,0.042637595724286236,CFAP69/EPPIN/TAC4/TACR2,4,9.564291564291565,GO BP,BL_sporatic_MUT_up,U2932
GO:1902019,regulation of cilium-dependent cell motility,4/407,4,407,12/11678,12,11678,5.75969994791749e-4,0.04361094547521004,0.042637595724286236,CFAP69/EPPIN/TAC4/TACR2,4,9.564291564291565,GO BP,BL_sporatic_MUT_up,U2932
GO:0007608,sensory perception of smell,5/407,5,407,15/11678,15,11678,1.1280800748153759e-4,0.012278446564318608,0.012004404743512307,CFAP69/CNGB1/NXNL2/OR13A1/OR7D2,5,9.564291564291564,GO BP,BL_sporatic_MUT_up,U2932
GO:0042430,indole-containing compound metabolic process,5/407,5,407,15/11678,15,11678,1.1280800748153759e-4,0.012278446564318608,0.012004404743512307,BTBD9/KYNU/SRD5A1/TPH1/TPH2,5,9.564291564291564,GO BP,BL_sporatic_MUT_up,U2932
GO:0050907,detection of chemical stimulus involved in sensory perception,4/407,4,407,13/11678,13,11678,8.091899581338185e-4,0.05420016584961711,0.05299047600329763,OR13A1/OR7D2/TAS2R14/TAS2R30,4,8.828576828576828,GO BP,BL_sporatic_MUT_up,U2932
GO:0003352,regulation of cilium movement,5/407,5,407,17/11678,17,11678,2.19410536800509e-4,0.02013718890423378,0.01968774834313924,CCDC39/CFAP69/EPPIN/TAC4/TACR2,5,8.439080792021969,GO BP,BL_sporatic_MUT_up,U2932
GO:0097164,ammonium ion metabolic process,4/407,4,407,14/11678,14,11678,0.0011019015050953227,0.0697804171317638,0.06822299270781569,BTBD9/SRD5A1/TPH1/TPH2,4,8.197964197964197,GO BP,BL_sporatic_MUT_up,U2932
GO:0006706,steroid catabolic process,4/407,4,407,15/11678,15,11678,0.001461571867863972,0.08776991061672783,0.08581097990090653,CYP1A2/CYP46A1/FGF23/SRD5A1,4,7.651433251433251,GO BP,BL_sporatic_MUT_up,U2932
GO:0007218,neuropeptide signaling pathway,6/407,6,407,26/11678,26,11678,2.1969944828047186e-4,0.02013718890423378,0.01968774834313924,CYSLTR1/GALR1/GPR83/NPFFR1/OPRM1/SSTR2,6,6.621432621432622,GO BP,BL_sporatic_MUT_up,U2932
GO:0050906,detection of stimulus involved in sensory perception,10/407,10,407,44/11678,44,11678,2.0315663566022e-6,0.001179324270007577,0.0011530030111593188,CNGB1/EYS/LHFPL5/LXN/OR13A1/OR7D2/SCN1A/TAS2R14/TAS2R30/TMC2,10,6.521107884744248,GO BP,BL_sporatic_MUT_up,U2932
GO:0008210,estrogen metabolic process,5/407,5,407,22/11678,22,11678,8.085710304158255e-4,0.05420016584961711,0.05299047600329763,AKR1B15/CYP1A2/HSD17B2/PLEKHA1/UGT1A1,5,6.521107884744248,GO BP,BL_sporatic_MUT_up,U2932
GO:0007606,sensory perception of chemical stimulus,8/407,8,407,36/11678,36,11678,2.6066303497937774e-5,0.005043829726850959,0.004931256831335012,CFAP69/CNGB1/GNAL/NXNL2/OR13A1/OR7D2/TAS2R14/TAS2R30,8,6.376194376194376,GO BP,BL_sporatic_MUT_up,U2932
GO:0090279,regulation of calcium ion import,6/407,6,407,28/11678,28,11678,3.388974943960501e-4,0.02878975543857177,0.028147198828529448,ATP2A1/EPPIN/MIR34A/MRLN/PLN/WNK3,6,6.1484731484731485,GO BP,BL_sporatic_MUT_up,U2932
GO:0001539,cilium or flagellum-dependent cell motility,12/407,12,407,59/11678,59,11678,6.931830466039662e-7,6.035891378304035e-4,5.901176725694291e-4,ATP1A4/CCDC39/CFAP54/CFAP69/DNAH17/DNAH3/EPPIN/FSIP2/SPEF2/TAC4/TACR2/CFAP251,12,5.835838920584684,GO BP,BL_sporatic_MUT_up,U2932
GO:0060285,cilium-dependent cell motility,12/407,12,407,59/11678,59,11678,6.931830466039662e-7,6.035891378304035e-4,5.901176725694291e-4,ATP1A4/CCDC39/CFAP54/CFAP69/DNAH17/DNAH3/EPPIN/FSIP2/SPEF2/TAC4/TACR2/CFAP251,12,5.835838920584684,GO BP,BL_sporatic_MUT_up,U2932
GO:0030317,flagellated sperm motility,9/407,9,407,45/11678,45,11678,2.018442023899311e-5,0.004387780659643898,0.0042898500790147665,ATP1A4/CCDC39/CFAP69/EPPIN/FSIP2/SPEF2/TAC4/TACR2/CFAP251,9,5.738574938574938,GO BP,BL_sporatic_MUT_up,U2932
GO:0097722,sperm motility,9/407,9,407,45/11678,45,11678,2.018442023899311e-5,0.004387780659643898,0.0042898500790147665,ATP1A4/CCDC39/CFAP69/EPPIN/FSIP2/SPEF2/TAC4/TACR2/CFAP251,9,5.738574938574938,GO BP,BL_sporatic_MUT_up,U2932
GO:0060294,cilium movement involved in cell motility,10/407,10,407,51/11678,51,11678,8.411158615247506e-6,0.0032144650258189534,0.0031427215976923446,ATP1A4/CCDC39/CFAP54/CFAP69/EPPIN/FSIP2/SPEF2/TAC4/TACR2/CFAP251,10,5.626053861347979,GO BP,BL_sporatic_MUT_up,U2932
GO:1903779,regulation of cardiac conduction,8/407,8,407,45/11678,45,11678,1.4109107648556133e-4,0.014749029562570275,0.01441984696644298,ABCC9/ASPH/ATP1A4/ATP2A1/CORIN/ITPR2/NOS1/TMEM65,8,5.100955500955501,GO BP,BL_sporatic_MUT_up,U2932
